Column_1,Column_2,Column_3,Column_4,Column_5,Column_6
152.,PT Aliran Masa Depan,"Pergudangan Kosambi Permai Blok F4, Jl. Raya Perancis, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 081*********,,28240
153.,PR Alis Matul Qororiah,"Kp.Lurah RT.004 RW.002, Sipayung, Cipanas, Kabupaten Lebak, Banten",Telp. 087*********,,10710
154.,PT Alita Metropolitan,"PERGUDANGAN HARAPAN DADAP JAYA BLOK B15, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 0218574614,,22299
155.,CV Alkautsar Aflah Mandiri,"Jl. Masjid Jami Nurul Iman No. 49 Dukuh Mangga, Legok, Legok, Kabupaten Tangerang, Banten",Telp. 0215469392,,22299
156.,PT ALKINDO MITRARAYA,"Jl. Gatot Subroto Km.8, RT.001 RW.001, Kadu Jaya, Curug, Kabupaten Tangerang, Banten",Telp. 021-59302250,,20131
157.,PT Alko Mandiri,"Kawasan Industri Purati Kencana Alam Kav. 13-14, Jl. Raya Serang Km.18.8 RW.8, Cikupa, Sukanagara, Cikupa, Kabupaten Tangerang, Banten",Telp. 02159400659,,25910
158.,CV Allisa,"Kampung Cacaban RT 019 RW 004 Desa Citasuk, Citasuk, Padarincang, Kabupaten Serang, Banten",Telp. 085*********,,11051
159.,PT Alloy Mandiri Food,"JL. RAYA SERANG KM.4 JL.KALISABI NO.6, JATIUWUNG, JATIUWUNG, Kota Tangerang, Banten",Telp. 021-55770189,,10792
160.,PT Almega Alam Semesta,"Jl. Raya Serang Km 28  Surya Balaraja Blok C1 dan C2 Kp. Pos Sentul RT010/004, Desa Sentul Jaya, Balaraja, Kabupaten Tangerang, Banten",Telp. 02159575138,,22299
161.,PT Almega Alam Semesta,"Jl. Raya Serang Km.28, Surya Balaraja Blok C1 dan C2 Kp. Pos Sentul, Desa/Kelurahan Sentul Jaya, Kec. Balaraja, Kab. Tangerang, Provinsi Banten, Kode Pos: 15610, Sentul Jaya, Balaraja, Kabupaten Tangerang, Banten",Telp. 081********,,22299
162.,PT Perorangan Almugada Hijau Abadi,"Jl Prancis No 39 A, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 021-5555215,,23933
163.,PT Alpen Perkasa,"3 MULTI GUDANG, JALAN DAAN MOGOT KM 21 BLOK C/11, PORIS PLAWAD, CIPONDOH, Kota Tangerang, Banten",Telp.,,22220
164.,PT Alpha Berjaya Sempoerna,"Jl. Perancis Ruko Kosambi Megah Blok A No. 29, Jati Mulya, Kosambi, Kabupaten Tangerang, Banten",Telp. 081*********,,26513
165.,PT Alpha Besi Catur,"Komplek Pergudangan Pantai Indah Dadap Jl.Raya Perancis No. 2 Blok M-23 B, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 082*********,,25111
166.,PT Alpha Bike Indonesia,"JL. PRANCIS RUKO KOSAMBI MEGAH BLOK A NO. 29, Jati Mulya, Kosambi, Kabupaten Tangerang, Banten",Telp. 081*******,,
167.,PT Alpha Bravo Catur Delta,"Kawasan Industri Mekar Jaya No.6B, Jl. Raya Mauk KM.7, Karet, Sepatan, Kabupaten Tangerang, Banten",Telp.,,22292
168.,PT Alpha Cikupa Makmur,"Jl. Industri Raya III Blok AD No. 2 Kawasan Jatake, Bunder, Cikupa, Kabupaten Tangerang, Banten","Telp. 021 5963563, 5962468",,22230
169.,PT Alpha Dunia Online,"Gudang Pantai Marina Blok A-8038, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 021-6127622,,26490
170.,PT Alpha Gemilang Makmur,"Jl. Industri Raya III Blok AD No. 2 Kawasan Jatake, Bunder, Cikupa, Kabupaten Tangerang, Banten","Telp. 021 5963563, 5962468",,22220
171.,PT Alpha Radiant Indotama,"JL. Pemda Tigaraksa No.18, Matagara, Tigaraksa, Kabupaten Tangerang, Banten",Telp. 087*********,,27404
172.,PT Alpha Xhvalves Indonesia,"Jalan Raya Perancis, Ruko Kosambi Megah Blok A No. 29, RT.002/RW.003, Jati Mulya, Kosambi, Kabupaten Tangerang, Banten",Telp. +6221 29411858,,28160
173.,PT Alphacon Valfindo,"Jl. Cikande Raya Rangkas Bitung KM. 10, Majasari, Jawilan, Kabupaten Serang, Banten",Telp. (0254) 480808,,
174.,PT Alpheratz Surya Abadi,"Jl. Raya Perancis, Pergudangan 38 Ocean Park Blok HG, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 081********,,22220
175.,PT Alpindo Mitra Persada,"Komplek Pergudangan 99 Salembaran Raya KM. 4, Blok L.33 dan 43, CENGKLONG, KOSAMBI, Kabupaten Tangerang, Banten",Telp. -,,10739
176.,PT ALPINE COOL UTAMA,"JL. RAYA CUKANGGALIH NO. 88, CURUG, BITUNG, Kabupaten Tangerang, Banten",Telp. 59491430,,28193
177.,PT Als Investment Indonesia,"Jalan Gajah Tunggal, Kp Gembor, Pasir Jaya, Jatiuwung, Kota Tangerang, Banten",Telp. 02159715965,,22299
178.,PT Altora Inter Global,"Jl. Pondok Benda Indah No.70, Pondok Benda, Pamulang, Kota Tangerang Selatan, Banten",Telp. 0217498937,,29200
179.,PT Altrak 1978,"Jl. Gajah Tunggal, Pasir Jaya, Jatiuwung, Kota Tangerang, Banten",Telp. 021-22359910,,28210
180.,PT Altusnusa Mandiri,"JL RAYA SERANG KM 11  BLOK H. 02 - 08, GRIYA IDOLA INDUSTRIAL PARK, Bitung Jaya, Cikupa, Kabupaten Tangerang, Banten",Telp. 02159648081,,32901
181.,PT Alum Central Mandiri Lestari,"Jl. Raya Serang Km,25,5 no 8, Ciserah, Tigaraksa, Kabupaten Tangerang, Banten",Telp. 0215953482,,27320
182.,PT Alumex Perkasa Jaya,"JLN PALEM MANIS IV NO.20, GANDASARI, 15137, Kota Tangerang, Banten",Telp. 085*********,,25112
183.,PT Aluminametal Utama,"JALAN PALEM MANIS I, GANDASARI, JATIUWUNG, Kota Tangerang, Banten",Telp. 021 5919109,,23990
184.,PT Alumindo Berkat Sejahtera,"KP Cogreg RT 001/003 Desa Pasirbolang, Pasir Bolang, Tigaraksa, Kabupaten Tangerang, Banten",Telp. 02158909530,,24202
185.,PT Aluprima Pacific Industries,"Jl. Raya Serang KM 60, Kawasan Pancatama Kav. 45, Leuwilimus, Cikande, Kabupaten Serang, Banten",Telp. 0215306262,,24202
186.,PT Perorangan Alyana Langit Semesta,"kp.nyampun rt09 rw 04, Pasirlimus, Pamarayan, Kabupaten Serang, Banten",Telp. 088*********,,
187.,PT Ama Diagnostik Indonesia,"Taman Tekno BSD Sektor XI E1/16, Setu, Setu, Kota Tangerang Selatan, Banten",Telp. 75877901/2,,21015
188.,PT Aman Agrindo,"Jalan Nasional III, Tegalpapak, Pagelaran, Kabupaten Pandeglang, Banten",Telp. 087*********,,10721
189.,PT Amanah Prima Indonesia,"JL. RAYA SERANG KM 10 KP. POS BITUNG DESA KADU JAYA KEC. CURUG KAB. TANGERANG, Kadu Jaya, Curug, Kabupaten Tangerang, Banten",Telp. 0215985398,,10723
190.,PT Amazon Colours Indonesia,"Jalan Industri IV Blok AE No. 8 Kawasan Industri Jatake, Bunder, Cikupa, Kabupaten Tangerang, Banten",Telp. 02159712666,,20221
191.,PT Ambara Karya Pradana,"Jl. Raden Saleh no.08, Karang Mulya, Karang Tengah, Kota Tangerang, Banten",Telp. 021-73455888,,
192.,PT AMCOR FLEXIBLES INDONESIA,"Jl. Gatot Subroto km 5,4 Jatiuwung, , Cibodas, Kota Tangerang, Banten",Telp. 0215919455,,
193.,PT Amcor Flexibles Indonesia,"Jl. Gatot Subroto KM. 5,4, Jatiuwung, Cibodas, Kota Tangerang, Banten",Telp. 0215919455,,22220
194.,PT Amd Piping System,"Jl. Diklat Pemda No.91, Bojong Nangka, Kelapa Dua, Kabupaten Tangerang, Banten",Telp. 02153156333,,22230
195.,PT Amigo Inovasi Digital,"Ruko Gravitas Blok B2 No.3, Lavon Swan City, Wanakerta, Sindang Jaya, Kabupaten Tangerang, Banten",Telp. 081*********,,63122
196.,PT Amindo Abadi Sentosa,"Pergudangan Green Sedayu Biz Park Daan Mogot 08 Nomor 008, RT 11/06, Kalideres, Kalideres, Kota Jakarta Barat, DKI Jakarta",Telp. 081*******,,82920
197.,PT Amoze Aneka Laik,"Gg. Asem No.60 RT 003 RW 012, Gunung Putri, Gunung Putri, Kabupaten Bogor, Jawa Barat",Telp. 082*********,,32904
198.,PT Amplasindo Jatra Tama,"Pergudangan Mutiara Kosambi I Blok B6 No.17, Kosambi Timur, Kosambi, Kota Tangerang, Banten",Telp. 0215557793,,23990
199.,PT Amtra Electric,"Kawasan Industri Millenium, Jl. Millenium 16 Blok L1 No. 02A, Desa Peusar, Panongan, Kabupaten Tangerang, Banten",Telp. 0215992566/0215995020,,27113
200.,PT Amvap Indonesia Manise,"Ruko Little Ginza Blok R 02 No 328, Jl. Citra Raya Boulevard, Ciakar, Panongan, Kabupaten Tangerang, Banten",Telp. 081*********,,12099
201.,PT Anadav,"Ruko Kebayoran Arcade Sektor 7 Blok KA/C1 No.12 Bintaro Jaya, Pondok Jaya, Pondok Aren, Kota Tangerang Selatan, Banten",Telp. 021-75912146,,63122
202.,PT Anagata Dian Rianti,"Puri Bintaro Residence 1 Blok J 6, Serua Indah, Ciputat, Kota Tangerang Selatan, Banten",Telp. 089********,,13921
203.,PT Anagata Kerta Jaya,"GRAHA BALARAJA INDUSTRIAL ESTATE KAV F16, Kel, Sukamurni, Kec, Balaraja, Kab, Tangerang, Sukamurni, Balaraja, Kabupaten Tangerang, Banten",Telp. 087*********,,31003
204.,PT Anam Sinergi Indonesia Satu,"Kawasan Industri Sumber Rejeki Jl. Raya Pohon Jati Blok D No. 9 Kp. Bantar Panjang, Cileles, Tigaraksa, Kabupaten Tangerang, Banten",Telp. 0215940639,,33121
205.,PT Anantha Berkat Jaya,"Jl. Millenium 1A Blok A11 No. 28, Budi Mulya, Cikupa, Kabupaten Tangerang, Banten",Telp. 021-29007122,,30912
206.,PT Anaya Global Indonesia,"Kawasan Industri Palem Manis, Jl. Dumpit, Kel. Gandasari, Kec. Jatiuwung, Tangerang 15137 - Indonesia, Gandasari, Jatiuwung, Kabupaten Tangerang, Banten",Telp. 021-2932 4688,,20111
207.,PT Anaya Global Indonesia,"Kawasan Industri Palem Manis, Jl. Dumpit, Desa Gandasari, Gandasari, Jatiuwung, Kota Tangerang, Banten",Telp. 021-29324688,,20111
208.,PT Ancol Timur Mandiri,"Jl Raya Pasar Kemis, Kampung Gelam, RT 04 RW 02, No 82, Kuta Jaya, Pasar Kemis, Kabupaten Tangerang, Banten",Telp. 081*********,,27520
209.,PT Andala Valvo Flokontrol,"Sentra Prima Tekno Park Blok D17 Jl. Palem Manis Raya (Zona Industri Manis),, Gandasari, Jatiuwung, Kota Tangerang, Banten",Telp. 021-55662689,,28130
210.,PT Andalan Sapta Mandiri,"Jl. Raya Serang KM 13,8 Kawasan Pergudangan dan Industri Tunas Bitung Blok K No. 1, Pasir Jaya, Cikupa, Kabupaten Tangerang, Banten",Telp. 021-59646536,,13942
211.,PT Andesen Jaya Plastik,"Jl. Raya Perancis Komplek Pergudangan 8 Blok RC No. 1-3, JATIMULYA, KOSAMBI, Kabupaten Tangerang, Banten",Telp. -,,22220
212.,PR Andhy Yuliandi,"Jl. Kota Baru No.II RT.004/RW.011, Muara Ciujung Timur, Rangkasbitung, Kabupaten Lebak, Banten",Telp. 081*********,,10722
213.,PT ANDON INDONESIA,"JL. INDUSTRI III BLOK G NO.6, PASIR JAYA, JATIUWUNG, Kota Tangerang, Banten",Telp. 021-59307093,,25910
214.,PT Andria Fesyen Indonesia Tekstil,"Jl. Panda V No.157, RT 005/005, Pondok Ranji, Ciputat Timur, Kota Tangerang Selatan, Banten",Telp. 02122730233,,14111
215.,PT Andriany Mode Industri,"Jl. Pahlawan No.45 Kav.9, Rempoa, Ciputat Timur, Kota Tangerang Selatan, Banten",Telp. 085*********,,14111
216.,PR Andriwyanto,"Kp.sukajadi RT 01 RW 04, Jatimulya, Rangkasbitung, Kabupaten Lebak, Banten",Telp. 081*******,,23953
217.,PR Andriyana,"Kadunakim, Ciakar, Gunungkencana, Kabupaten Lebak, Banten",Telp. 085*********,,16291
218.,PT Aneka Baru Sukses Mandiri,"Jl. Aria Jaya Santika no 28 RT/RW 001/01, Pasir Bolang, Tigaraksa, Kabupaten Tangerang, Banten",Telp. 5992108,,20232
219.,PT Aneka Berkah Utama,"JL. MARINA RAYA RUKAN CORDOBA BLOK H NO.1 LT 2 KAMAL MUARA, Kamal Muara, Penjaringan, Kota Jakarta Utara, DKI Jakarta",Telp. 021-22571938,,32402
220.,PT Aneka Indoraya Plasindo,"Gang H. Joan, Pondok Jagung Timur, Serpong Utara, Kota Tangerang Selatan, Banten",Telp. 085*********,,
221.,CV Aneka Intan Emas,"Jl Raya Sepang, Km 3, Rt 001 Rw 001, kelurahan Sepang, Kecamatan Taktakan, Sepang, Taktakan, Kota Serang, Banten",Telp. 081*********,,
222.,PT Aneka Inti Bumi,"Jalan Pipa Kompleks KGJ Kampung Gelam RT 29 RW 15, Desa Belimbing, Kosambi, Kabupaten Tangerang, Banten",Telp. 02155932961,,11020
223.,PT Aneka Jasuma Sejahtera,"JL. RAYA MAUK KM 7, Mekar Jaya, Sepatan, Kabupaten Tangerang, Banten",Telp. 02159370633,,22220
224.,PT ANEKA KABEL ELEKTRIK,"Kawasan Industri Pancatama, JL Pancatama IV  Kav. C No. 39 Ds. Leuwilimus  Kec. Cikande Kab. Serang - Banten, Leuwi Limus, Cikande, Kabupaten Serang, Banten",Telp. 0254 - 404333,,27320
225.,CV Aneka Karya Sejahtera,"JL Raya Serdang Asri KP Sawangan RT/01/03 nO 5, Panongan, Panongan, Kabupaten Tangerang, Banten",Telp.,,
226.,PT ANEKA KOMKAR UTAMA,"JL GAJAH TUNGGAL NO 16, ALAM JAYA, JATIUWUNG, Kota Tangerang, Banten",Telp. 02159301419,,22192
227.,CV Aneka Mandiri Plastik,"Jalan Arya Kemuning No. 198, Kp. Pengasinan,, Periuk Jaya, Periuk, Kota Tangerang, Banten",Telp. 02155795230,,22220
228.,PT Aneka Mustika Karya,"Jalan Green Lake City Boulevard, Cipondoh, Cipondoh, Kota Tangerang, Banten",Telp. 021-73471494,,31009
229.,PT Aneka Pangan Internasional,"Jl. Industri VIII Blok N No. 8, Pasir Jaya, Jatiuwung, Kota Tangerang, Banten",Telp. (021) 59711677,,10731
230.,CV Aneka Pangan Mas,"Jalan Padat Karya No 74, Cukanggalih, Curug, Kabupaten Tangerang, Banten",Telp. 0215986226,,10710
231.,CV Aneka Plasindo Mandiri,"JLRAYA PERANCIS NO 28, DADAP, KOSAMBI, Kabupaten Tangerang, Banten",Telp. -,,22299
232.,PT Aneka Punditirta,"Jl. Raya Prancis Pergudangan Pantai Indah Dadap Blok M-6, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 021 58300918,,28199
233.,CV Aneka Rimba Usaha,"Jl. Raya Rangkas Bitung Km. 12.5, Cibodas, Jawilan, Kabupaten Serang, Banten",Telp. +62 -254-480018,,16294
234.,PT Aneka Sarana Pratama Jaya,"Jl. Swadarma Raya/Jl. Reformasi RT.007 RW.004 No. 20, Petukangan Utara, Pesanggrahan, Kota Jakarta Selatan, DKI Jakarta",Telp. 02122542791,,27409
235.,PT ANEKA SARIVITA,"Jalan Raya Serang Km 24,5 Kp.  Jaha RT.001/ RW.001, Sentul, Balaraja, Kabupaten Tangerang, Banten",Telp. 021-59450505,,10793
236.,PT Anekaplas Sumbermakmur,"Jalan Perancis Blok B2 Nomor 5, Benda, Benda, Kota Tangerang, Banten",Telp. 021-55910368,,32909
237.,PT Anekasetia Unggul Industri,"Jl. Raya Serang Km. 16,8, , , Kabupaten Tangerang, Banten",Telp.,,22199
238.,PT Anekatama Sukses Makmur,"Jl.Industri Raya IV Blok.AD No.18, Bunder, Cikupa, Kota Tangerang, Banten",Telp. 5900223,,28291
239.,PT Anekawarna Semesta,"KP. KORELET RT.003 RW.004, RANCA KELAPA, PANONGAN, Kabupaten Tangerang, Banten",Telp. 021-22028330,,22220
240.,PT Angel Engineering Utama,"jl.afrika no.2 kawasan industri krakatau, kubangsari, ciwandan, Kota Cilegon, Banten",Telp. 0254 340664,,
241.,PT angels products,"Jl. Raya Bojonegara Km. 7 Bojonegara, Serang - Banten, Bojonegara, Bojonegara, Kabupaten Serang, Banten",Telp. 254 570641,,10721
242.,PT Anggatha Surya Energi,"Jl. Pantai Indah Dadap Blok LA No.01, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 085*********,,27202
243.,PT Angkasa Lautan Sejahtera,"JI. Raya Serang KM. 12, Kompleks CIC (Cikupa Industrial Complex) No. C 8, sukadamai, cikupa, Kabupaten Tangerang, Banten",Telp. 081********,,30921
244.,PT Angkasa Megah Plasindo,"Komp. Pergudangan Bandara Mas Blok S No 12-12A, 1, 23A,R1 dan A06/09, Selapajang, Neglasari, Kota Tangerang, Banten",Telp. 021-29669018/021-29669019,,22220
245.,PT Angsa Daya,"Jln. Raya Pasar Kemis KM.4.8, Kuta Jaya, Pasar Kemis, Kabupaten Tangerang, Banten",Telp. 021-5903486,,23929
246.,PT Angsa Daya,"jln. Raya Serang KM.65, Parigi, Cikande, Kabupaten Serang, Banten",Telp. 0254-400675,,23921
247.,PT ANGSA DAYA,"Jln. Raya Pasar Kemis KM.5.8, Gelam Jaya, Pasar Kemis, Kabupaten Tangerang, Banten",Telp. 5903486,,23939
248.,PT Angsa Putih Kurnia Kharisma,"Jl. Halim Perdana Kusuma No, 62, Batuceper, Batuceper, Kota Tangerang, Banten",Telp.,,28130
249.,PR Anih,"Kp.cinangga lebak Rt01/Rw06, Bayah Timur, Bayah, Kabupaten Lebak, Banten",Telp. 085*********,,10794
250.,PR Anis Solihatun Nafisah,"Kp muhara desa ci ladaeun kec ,lebak gedong kab,lebak provinsi banten, Ciladaeun, Lebakgedong, Kabupaten Lebak, Banten",Telp. 082*********,,10710
251.,PR Anita,"KP.LURAH,RT 003 RW 002, Sipayung, Cipanas, Kabupaten Lebak, Banten",Telp. 085*********,,10799
252.,CV Anjelina,"Jl. Pembangunan 3 No.9, Batusari, Batuceper, Kota Tangerang, Banten",Telp. 02122252039,,20232
253.,CV Ankan Norinaga,"Jl. Purbaya Kav. Blok J No. 50, Bendungan, Palas, Bendungan, Cilegon, Kota Cilegon, Banten",Telp. 0254-7812891,,
254.,PT Annisa Padasuka Maju,"jalan paburuan tampung no 259, Pabuaran Tumpeng, Karawaci, Kota Tangerang, Banten",Telp. 088**********,,
255.,PT Antar Nusa Sakti Jaya,"JL.  RAYA TANJUNG PASIR KM 3 KP. PONDOK MAKMUR, Tegal Angus, Teluknaga, Kabupaten Tangerang, Banten",Telp. 021 55933277,,25940
256.,PT Antikode Desain Eksperiensia,"Jalan Jurang Mangu Barat No. 8 RT 04 RW 01, Jurangmangu Barat, Pondok Aren, Kota Tangerang Selatan, Banten",Telp. 081*******,,62029
257.,PT Anugerah Aneka Industri,"JL. RAYA PLP CURUG NO 88, KADUJAYA, CURUG, Kabupaten Tangerang, Banten",Telp. 0215981309,,29300
258.,PT Anugerah Berkah Abadi Makmur,"Pergudangan Pantai Indah Dadap blok GA no 6-7, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 02155956025,,22230
259.,PT Anugerah Berkah Industri,"Sukamurni, Kampung Lobang No.34 Rt 1/03, Balaraja,, , , Kabupaten Tangerang, Banten",Telp. 087*********,,22199
260.,PT Anugerah Berkat Cahayaabadi,"Jl Pariwisata No 19, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 021-5557198,,20222
261.,PT Anugerah Bintang Mahkota,"Jalan Milenium raya F 02/02, Peusar, Panongan, Kabupaten Tangerang, Banten",Telp. 02138901121 / 02138901122,,26210
262.,PT Anugerah Cemerlang Trijaya,"KP. CIATER TENGAH RT 006/007, Ciater, Serpong, Kota Tangerang Selatan, Banten",Telp. 021-7566276,,14111
263.,PT Anugerah Decal Prima,"GRIYA IDOLA INDUSTRIAL PARK, BLOK F 1, Cikupa, Cikupa, Kabupaten Tangerang, Banten",Telp. 021-59664238,,18111
264.,PT Anugerah Emas Hijau,"Jl. Raya Daan Mogot Km. 21 No.288, RT.005/RW.003,, Batuceper, Batuceper, Kota Tangerang, Banten",Telp. +622127096183,,10710
265.,PT Anugerah Familindo Utama,"Jalan Perancis Raya No. 168F RT.02/06, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 021-55956336,,20232
266.,PT Anugerah Giat Jaya,"Kawasan Industri Griya Idola , Jalan Raya Serang Km.12, Dukuh, Cikupa, Kabupaten Tangerang, Banten",Telp.,,27120
267.,PR Anugerah Gravure Persada,"Jl. Pipa Komplek KKGJ RT. 025/013, Belimbing, Kosambi, Kabupaten Tangerang, Banten",Telp. 081*********,,18111
268.,CV Anugerah Jaya Langgeng,"JL. CEMPAKA RAYA NO. 8, Rengas, Ciputat Timur, Kota Tangerang Selatan, Banten",Telp. 02122731893,,20118
269.,PT Anugerah Karya Mandiri Indonesia,"Jl. Cici No 62, Sawah Lama, Ciputat, Kota Tangerang Selatan, Banten",Telp. 021-29042245,,28179
270.,PT Anugerah Kemas Indah,"Jalan  Rawa kucing gang mawar 3 nomor 19, Neglasari, Neglasari, Kota Tangerang, Banten",Telp. 0215537393,,17022
271.,PT Anugerah Kencana Indomakmur,"CIPUTAT INDAH PERMAI E-3, JL. IR. H. JUANDA NO. 50, Desa/Kelurahan Pisangan, Kec. Ciputat Timur, Kota Tangerang Selatan, Provinsi Banten,, Pisangan, Ciputat Timur, Kota Tangerang Selatan, Banten",Telp. 081*********,,
272.,PT Anugerah Mandiri Suksestama,"Jl. Industri Keroncong Rt.001/002, Gebang Raya, Periuk, Kota Tangerang, Banten",Telp. 0215502969,,37021
273.,PT Anugerah Mitra Semesta,"JL. RAYA PERANCIS NO. 2 PERGUDANGAN PANTAI INDAH DADAP BLOK Q 31, DADAP, KOSAMBI, Kabupaten Tangerang, Banten",Telp. 02155953188,,22210
274.,CV Anugerah Plastik Mandiri,"Pergudangan Mutiara Kosambi 1 C5 No. 12/32, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 081*********,,22291
275.,PT Anugerah Prima Printing,"Jl. Pembangunan II No.69, Karang Anyar, Neglasari, Kota Tangerang, Banten",Telp. 021-5521488,,18111
276.,PT Anugerah Raya Kencana,"JL RAYA CIKANDE RANGKASBITUNG KM 9 CBA RAYA KAV 6B, Jawilan, Jawilan, Kabupaten Serang, Banten",Telp. 02129006161,,22123
277.,PT Anugerah Rejeki Plastindo Abadi,"Jl. Raya Serang KM 16,8, Sukamulya, Cikupa, Kabupaten Tangerang, Banten",Telp. 082*********,,38302
278.,PT Anugerah Safety & Fire,"Jl. GATOT SUBROTO KM 8 RT 003/001, Komplek Pergudangan PKT BITUNG 2 BLOK D11  D12  D14, Manis Jaya, Jatiuwung, Kota Tangerang, Banten",Telp. 02155671899,,32904
279.,PT Anugerah Solusi Tekindo,"Foresta Business Loft 3, Jl. BSD Boulevard Utara No.12, Lengkong Kulon, Pagedangan, Kabupaten Tangerang, Banten",Telp. (021) 22232471,,26490
280.,PT Anugerah Surya Abadi Nusantara,"Jl.pipa Pertamina no.118 RT 009 RW 005, Blimbing, Kosambi, Kota Tangerang, Banten",Telp. 021-7547705,,
281.,PT Anugerah Tirta Sukses,"Jl. IskandarMuda No. 9 RT. 004 RW. 001, Kedaung Wetan, Neglasari, Kota Tangerang, Banten",Telp. 02145845593,,26511
282.,PT Anugrah Abadi Jaya Wisesa,"Jl. Daan Mogot Km.19 Ruko Smart market Blok I no. 9, Kebon Besar, Batu Ceper, Kota Tangerang, Banten",Telp. 021 55762388,,18111
283.,PT Anugrah Buana Marine,"JL. RAYA BOJONEGARA KM25 , Kel. Margagiri, Kec. Bojonegara, Kab. Serang, Prov. Banten, MARGAGIRI, BOJONEGARA, Kabupaten Serang, Banten",Telp. 02547851270,,
284.,PT Anugrah Cemerlang Abadi,"Jl. Raya Serang KM. 18,8 No. 31, Sukanagara, Cikupa, Kabupaten Tangerang, Banten",Telp. 021 22028522,,31009
285.,PT Anugrah Cemerlang Abadi,"Jl.Industri Raya No.8 RT.04 RW.04, Budi Mulya, Cikupa, Kabupaten Tangerang, Banten",Telp. 021 59641977,,31009
286.,PT Anugrah Cipta Mould Indonesia,"Jl.Millennium Raya III, Blok H1, Millennium Industrial Estate,, Peusar, Panongan, Kabupaten Tangerang, Banten",Telp. 021-29006924,,28221
287.,PT Anugrah Citra Boga,"JL INDUSTRI NO. 7 BOJONG LARANG,KARAWACI TANGERANG 15115, BOJONG JAYA, KARAWACI, Kota Tangerang, Banten",Telp. 0215524169,,10130
288.,PT Anugrah Kencana Pratama,"Kawasan Mekarjaya, Jl.Marmer no.98, Mekar Jaya, Sepatan, Kabupaten Tangerang, Banten",Telp. 082*********,,20221
289.,PT Anugrah Linen Indonesia,"Jl. Marsekal Suryadharma Bandara Mas Blok S No. 10, Selapajang Jaya, Neglasari, Kota Tangerang, Banten",Telp. 021-29215880,,13921
290.,PT Anugrah Makmur Gemilang,"Kawasan Industri Daan Mogot KM 19.8 Blok C No. 2, Poris Gaga Baru, Batuceper, Kota Tangerang, Banten",Telp. 02122529108,,20222
291.,PT Anugrah Makmur Indonesia,"Jl. Kasir II No. 77, Pasir Jaya, Jati Uwung, Kota Tangerang, Banten",Telp. -,,20231
292.,PT Anugrah Megah Semesta,"JL. PAHLAWAN SERIBU NO. 17B RT.012/003 KEL. CILENGGANG KEC. SERPONG TANGERANG SELATAN, CILENGGANG, SERPONG, Kota Tangerang Selatan, Banten",Telp. 02122231720,,10298
293.,PT Anugrah Mesindo Abadi,"Jl. Raya Rangkasbiung, Km. 4,5, Kareo, Jawilan, Kabupaten Serang, Banten",Telp. 0254 - 406360,,25120
294.,PT Anugrah Metalindo Abadi,"Komplek Pergudangan Pantai Indah Dadap Blok BJ Nomor 05, Dadap, Kosambi, Kabupaten Tangerang, Banten",Telp. 021-55963122,,25119
295.,PT Anugrah Metalindo Abadi,"JL. RAYA PRANCIS NO. 2 KAWASAN PERGUDANGAN PANTAI INDAH DADAP BLOK BJ NO. 6, DADAP, KOSAMBI, Kabupaten Tangerang, Banten",Telp. 021 - 55963123,,25119
296.,PT Anugrah Mitramas Pratama,"KAWASAN MEKAR JAYA, JL.KARET I NO.18 RT01 RW01, KARET, SEPATAN, Kabupaten Tangerang, Banten",Telp. 22259707,,25940
297.,PT Anugrah Original Bionatura Indonesia,"Kawasan Industri Keroncong Jl. Industri Keroncong No. 38 RT. 02 RW. 05, Keroncong, Jati Uwung, Kota Tangerang, Banten",Telp. 02122557860,,11090
298.,PT Anugrah Pesona Gemilang,"Kawasan Industri Cikupamas, Jl. Talaga Mas IV No. 3, Talaga, Cikupa, Kabupaten Tangerang, Banten",Telp. 021-59403042,,22220
299.,PT Anugrah Rimba Artha,"jalan raya serang km12.5 Ds sukadamai, kp Cirewed RT 01/03, Sukadamai, Cikupa, Kabupaten Tangerang, Banten",Telp. 59400635,,28199
300.,PT Anugrah Sentosa Mandiri,"Raya Bayur No 8, Periuk Jaya, Periuk, Kota Tangerang, Banten",Telp. 02155799088,,17022
301.,PT Anugrah Sukses Cemerlang,"RAYA DIKLAT PEMDA BERLIAN 88 ESTATE BLOK F NO.6 RT.001 RW.002, BOJONG NANGKA, KELAPA DUA, Kabupaten Tangerang, Banten",Telp. 02129338071,,82920
302.,PT Anugrah Teknik Sejahtera,"Kawasan Pergudangan dan Industri Tunas Bitung Blok A2 No.15, Jl. Raya Serang Km 13,8 Cikupa, Tangerang, Sukadamai, Cikupa, Kabupaten Tangerang, Banten",Telp. 02122028999,,27120
