Column_1,Column_2,Column_3,Column_4,Column_5,Column_6
511.,PR I Nengah Artawan,"Jalan Styaki Lingkungan Pande, Semarapura  Kaja, Klungkung, Kabupaten Klungkung, Bali",Telp. 081*********,,10779
512.,PR I Nengah Bantat,"DUSUN RAME, Kusamba, Dawan, Kabupaten Klungkung, Bali",Telp. -,,10774
513.,PR I Nengah Eko Astana,"Dusun Jehem Kaja, Desa Jehem, Kecamatan Tembuku, Kabupaten Bangli., Jehem, Tembuku, Kabupaten Bangli, Bali",Telp. 085*********,,
514.,PR I Nengah Purna,"Banjar Dinas Yeh Malet, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. 081*********,,10774
515.,PR I Nengah Purwa,"BANJAR DINAS LEMPEDU, Desa/Kelurahan Les, Kec. Tejakula, Les, Tejakula, Kabupaten Buleleng, Bali",Telp. 085*********,,10774
516.,PR I Nengah Rusta,"DUSUN RAME DESA KUSAMBA, Desa/Kelurahan Kusamba, Kec.  Dawan, Kab. Klungkung, Provinsi Bali, Kusamba, Dawan, Kabupaten Klungkung, Bali",Telp. -,,10774
517.,PR I Nengah Sami,"Banjar Dinas Muntig, Amerta Bhuana, Selat, Kabupaten Karang Asem, Bali",Telp. 0,,10722
518.,PR I Nengah Sarianta,"Br. Dinas Yeh Malet, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. 081*********,,10774
519.,PR I Nengah Seruti,"DUSUN/BR. DEMULIH, Desa/Kelurahan Demulih, Kec. Susut, Kab. Bangli, Provinsi Bali, Demulih, Susut, Kabupaten Bangli, Bali",Telp. 082*********,,18111
520.,PR I Nengah Sidia,"Banjar Pendem, Manistutu, Melaya, Kabupaten Jembrana, Bali",Telp. 0,,10722
521.,PR I Nengah Sudiartha,"DUSUN BINGIN, Kusamba, Dawan, Kabupaten Klungkung, Bali",Telp. 081*********,,10219
522.,PR I Nengah Sueta,"Br. Dinas Alasngandang Kangin, Pempatan, Rendang, Kabupaten Karang Asem, Bali",Telp. 081*********,,10761
523.,PR I Nengah Sulendri,"Banjar Dinas Tengah, Amerta Bhuana, Selat, Kabupaten Karang Asem, Bali",Telp. 0,,10722
524.,PR I Nengah Tarsen,"Banjar Pendem, Manistutu, Melaya, Kabupaten Jembrana, Bali",Telp. 0,,10722
525.,PR I Nengah Wirta,"DUSUN BUNGAYA DESA AKAH, Desa/Kelurahan Akah, Kec. Klungkung, Kab. Klungkung, Provinsi Bali, Akah, Klungkung, Kabupaten Klungkung, Bali",Telp. 0,,31002
526.,PR I Nyoman Agus Saputra,"Banjar Dinas Pekilen Desa/Kelurahan Selanbawak, Selanbawak, Marga, Kabupaten Tabanan, Bali",Telp. 083*********,,23932
527.,PR I Nyoman Agus Suta Pandita,"Dusun Tihingan, Tihingan, Banjarangkan, Kabupaten Klungkung, Bali",Telp. 087*********,,32201
528.,PR I Nyoman Ardika,"Jalan Pahlawan No. 36, Desa Delod Peken, Kecamatan Tabanan, Delod Peken, Tabanan, Kabupaten Tabanan, Bali",Telp. 085*********,,10761
529.,PR I Nyoman Ari Nurjaya,"LINGKUNGAN PANGLAN KAPAL, Desa/Kelurahan Kapal, Kec. Mengwi, Kab. Badung, Provinsi Bali, Kapal, Mengwi, Kabupaten Badung, Bali",Telp. +6282247700163,,95120
530.,PR I Nyoman Arimasta,"Jl. Jagaraga No. 5, Celuk, Sukawati, Kabupaten Gianyar, Bali",Telp. 0361  292295,,32112
531.,PR I Nyoman Astiawan,"Jl. Nusantara Kubu-Bangli, Kubu, Bangli, Kabupaten Bangli, Bali",Telp. 081********,,16291
532.,PR I Nyoman Darma,"DUSUN SULANG DESA SULANG, Sulang, Dawan, Kabupaten Klungkung, Bali",Telp. 081*********,,13121
533.,PR I Nyoman Darma,"Br. Dinas Bahel, Dukuh, Kubu, Kabupaten Karang Asem, Bali",Telp. 085*********,,32903
534.,PR I Nyoman Darmika,"Banjar Penida Kelod, Tembuku, Tembuku, Kabupaten Bangli, Bali",Telp. 081*********,,16291
535.,PR I Nyoman Darpa Santika,"Banjar Dinas Tegeh, Amerta Bhuana, Selat, Kabupaten Karang Asem, Bali",Telp. 0,,10722
536.,PR I Nyoman Dedy Tirta Bhawa,"Br. Simpangan Desa Pejaten, Kediri - Tabanan No. 66, Pejaten, Kediri, Kabupaten Tabanan, Bali",Telp. 085*********,,23939
537.,PR I Nyoman Gede Suteja Astha,"DUSUN/BANJAR SANGGING, Desa/Kelurahan Kamasan, Kec. Klungkung, Kab. Klungkung, Provinsi Bali, Kamasan, Klungkung, Kabupaten Klungkung, Bali",Telp. 085*********,,10729
538.,UD I Nyoman Juli Arsana,"Jl. Pulau Menjangan Gang Candi Kuning 8 Banyuning Selatan, Banyuning, Buleleng, Kabupaten Buleleng, Bali",Telp. 03623301422,,11031
539.,PR I Nyoman Kaplag,"Dusun Rame, Kusamba, Dawan, Kabupaten Klungkung, Bali",Telp. 087*********,,10774
540.,PR I Nyoman Kari,"Banjar Dinas Tegeh, Amerta Bhuana, Selat, Kabupaten Karang Asem, Bali",Telp. 0,,10722
541.,PR I Nyoman Landuh,"BR. DINAS IJOGADING, Seraya, Karangasem, Kabupaten Karang Asem, Bali",Telp. 085*********,,16292
542.,PR I Nyoman Ludra,"Jalan Selukat, Keramas, Blahbatuh, Gianyar, Bali, Keramas, Blahbatuh, Kabupaten Gianyar, Bali",Telp. 081*******,,13122
543.,PR I Nyoman Mastrayasa,"Banjar Dinas Muntig, Amerta Bhuana, Selat, Kabupaten Karang Asem, Bali",Telp. 0,,10722
544.,PR I Nyoman Merta,"Banjar Dinas Yeh Malet, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. 0,,10774
545.,PR I Nyoman Merta,"DUSUN BUNGAYA DESA AKAH, Desa/Kelurahan Akah, Kec. Klungkung, Kab. Klungkung, Provinsi Bali, Akah, Klungkung, Kabupaten Klungkung, Bali",Telp. 0,,31002
546.,PR I Nyoman Narden,"BANJAR TAMAN, Desa/Kelurahan Batu Agung, Kec. Jembrana, Kab. Jembrana, Provinsi Bali, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 0,,16293
547.,PR I Nyoman Narmen,"Banjar Taman, Desa Batu Agung, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 087*********,,16293
548.,PR I Nyoman Narsa,"Lingk/Br.PANDE, Desa/Kelurahan Cempaga, Kec. Bangli, Kab. Bangli, Cempaga, Bangli, Kabupaten Bangli, Bali",Telp. 085*********,,
549.,PR I Nyoman Pegig,"DUSUN RAME, Kusamba, Dawan, Kabupaten Klungkung, Bali",Telp. 082*********,,10774
550.,PR I Nyoman Rania,"Banjar Taman, Desa Batu Agung, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,16293
551.,PR I Nyoman Redi Arsana,"Jalan Pancasari, Pancasari, Sukasada, Kabupaten Buleleng, Bali",Telp. 081*********,,10761
552.,PR I Nyoman Suadnya,"Lingk. Penglipuran, Kubu, Bangli, Kabupaten Bangli, Bali",Telp. 081*********,,11040
553.,PR I Nyoman Suarna,"Dusun Tihingan, Tihingan, Banjarangkan, Kabupaten Klungkung, Bali",Telp. 081*********,,32201
554.,PR I Nyoman Sudarma,"Banjar Dinas Yeh Malet, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. 0,,10774
555.,PR I Nyoman Sudibya,"BR. APUAN, Singapadu, Sukawati, Kabupaten Gianyar, Bali",Telp. 081********,,32112
556.,PR I Nyoman Sukadana,"BANJAR ANYAR KELOD, Penyaringan, Mendoyo, Kabupaten Jembrana, Bali",Telp. 087*********,,10792
557.,PR I Nyoman Sulatra,"DUSUN BUNGAYA DESA AKAH, Desa/Kelurahan Akah, Kec. Klungkung, Kab. Klungkung, Provinsi Bali, Akah, Klungkung, Kabupaten Klungkung, Bali",Telp. 0,,31002
558.,PR I Nyoman Sumerta,"Dusun Jelantik Kuribatu, Tojan, Klungkung, Kabupaten Klungkung, Bali",Telp. 082*********,,10794
559.,PR I Nyoman Sutika,"Jl. Karang Sari Gang Karang Asri No. 1, Padang Sambian Kaja, Denpasar Barat, Kota Denpasar, Bali",Telp. 081********,,95220
560.,PR I Nyoman Suwitrayasa,"Jln Brigjen Ngurah Rai No 45 Bangli, Kawan, Bangli, Kabupaten Bangli, Bali",Telp. 82342525661,,18111
561.,PR I Nyoman Tantra,"JL. BINA MUMBUL M/ 8 LINGK. MENESA, Desa/Kelurahan Benoa, Kec. Kuta Selatan, Kab. Badung, Provinsi Bali, Benoa, Kuta Selatan, Kabupaten Badung, Bali",Telp. 085*********,,95120
562.,PR I Nyoman Tantra,"DUSUN	TANGLAD,	Desa/Kelurahan	Tanglad,	Kec.	Nusa	Penida,	Kab.  Klungkung,	Provinsi	Bali, Tanglad, Nusa Penida, Kabupaten Klungkung, Bali",Telp. -,,13122
563.,PR I Nyoman Widarsana,"JL. BY PASS NGURAH RAI NO. 696, Pedungan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 081*********,,10774
564.,PR I Nyoman Wiradana,"Jalan Raya Celuk no.39 Sukawati, Celuk, Sukawati, Kabupaten Gianyar, Bali",Telp. 085*********,,32112
565.,PR I Pande Ketut Margi,"Br. Pande, Gubug, Tabanan, Kabupaten Tabanan, Bali",Telp. 081*********,,25934
566.,PR I Pande Wayan Sudarmawan,"Br. Batusangian, Gubug, Tabanan, Kabupaten Tabanan, Bali",Telp. 087*********,,25934
567.,PR I Putu Adi Paramartha,"JL RAJAWALI NO 55, Pendem, Jembrana, Kabupaten Jembrana, Bali",Telp. 082*********,,23929
568.,PR I Putu Agus Eka Aditya,"BANJAR LOKA SARI, Undisan, Tembuku, Kabupaten Bangli, Bali",Telp. 081*********,,32120
569.,PR I Putu Antara Yasa,"Lingkungan Dewasana Kelurahan Pendem Kecamatan Jembrana, Pendem, Jembrana, Kabupaten Jembrana, Bali",Telp. 087*********,,31001
570.,PR I Putu Ariadi Darma Putra,"Jalan Sekar Jepun IX No 9 ujung, Desa/Kelurahan Kesiman, Kec. Denpasar Timur, Kota Denpasar, Provinsi Bali, Kesiman Kertalangu, Denpasar Timur, Kota Denpasar, Bali",Telp. 082*********,,14120
571.,PR I Putu Bali Wira Trianta,"BANJAR PUANA, Tegal Badeng Barat, Negara, Kabupaten Jembrana, Bali",Telp. 085*********,,45407
572.,PR I Putu Edit Andi Pratama,"Banjar Dlod Setra, Medewi, Pekutatan, Kabupaten Jembrana, Bali",Telp. 085*********,,16293
573.,PR I Putu Hengky Suantara,"BANJAR PENIDA KELOD,, Tembuku, Tembuku, Kabupaten Bangli, Bali",Telp. 082*********,,16293
574.,PR I Putu Indrayana,"Banjar Dinas Pangussari, Desa Tigawasa, Tigawasa, Banjar, Kabupaten Buleleng, Bali",Telp. 081*********,,16291
575.,PR I Putu Joswa Khanna,"Banjar Tegal Desa Nyitdah, Nyitdah, Kediri, Kabupaten Tabanan, Bali",Telp. 085*********,,23939
576.,PR I Putu Mas Dedik Ariwibawa,"BANJAR DANGIN PANGKUNG, Pekutatan, Pekutatan, Kabupaten Jembrana, Bali",Telp. 87863142434,,10330
577.,PR I Putu Nayantara,"Banjar Berawantangi Taman, Tukadaya, Melaya, Kabupaten Jembrana, Bali",Telp. 088**********,,32903
578.,PR I Putu Suardana,"Br. Pengabetan Baha, Baha, Mengwi, Kabupaten Badung, Bali",Telp. 087*********,,25933
579.,PR I Putu Suarjana,"Banjar Dinas Pegringsingan, Tenganan, Manggis, Kabupaten Karang Asem, Bali",Telp. 081*********,,13121
580.,PR I Putu Suartana,"Dusun Kangin, Pejukutan, Nusa Penida, Kabupaten Klungkung, Bali",Telp. -,,13122
581.,PR I Putu Sudiarsa Eka Putra,"Dusun Kawan, Jumpai, Klungkung, Kabupaten Klungkung, Bali",Telp. 081*********,,10793
582.,PR I Putu Sueca,"Br. Sayan Delodan, Werdi Bhuwana, Mengwi, Kabupaten Badung, Bali",Telp. 082*********,,25933
583.,PR I Putu Trisna,"Banjar Pande, Kediri, Kediri, Kabupaten Tabanan, Bali",Telp. 082*********,,25993
584.,PR I Putu Wahyu Dwinata J.s,"Jalan Gunung Batok V no 8, Tegal Harum, Denpasar, Tegal Harum, Denpasar Barat, Kota Denpasar, Bali",Telp. 085*********,,
585.,PR I Putu Wijaya Kusuma,"Br. Dinas Pandesari, Bebanden, Bebandem, Kabupaten Karang Asem, Bali",Telp. 085*********,,25992
586.,PR I Wayan Adi Prewita,"BANJAR DINAS BEBAYU, Labasari, Abang, Kabupaten Karang Asem, Bali",Telp. 0,,14120
587.,PR I Wayan Adi Semara Putra,"Jl. Jagaraga No. 28, Celuk, Sukawati, Kabupaten Gianyar, Bali",Telp. 081*********,,32112
588.,"PR I Wayan Adi Suyasa,S.PWK","BR. SUDA KANGINAN, Nyitdah, Kediri, Kabupaten Tabanan, Bali",Telp. 081*******,,23922
589.,PR I Wayan Agus Suardika,"BTN Penasan Permai, Tihingan, Banjarangkan, Kabupaten Klungkung, Bali",Telp. 085*********,,10779
590.,PR I Wayan Ariana,"Perum Palem Residence Block B No. 7, Gubug, Tabanan, Kabupaten Tabanan, Bali",Telp. 087*********,,10794
591.,PR I Wayan Arnawa,"Banjar Catur, Celuk, Sukawati, Kabupaten Gianyar, Bali",Telp. 087*********,,32112
592.,PR I Wayan Arta,"Banjar Dinas Tegeh, Amerta Bhuana, Selat, Kabupaten Karang Asem, Bali",Telp. 0,,10722
593.,PR I Wayan Artana,"Br. Balu, Desa Abiantuwung, Abian Tuwung, Kediri, Kabupaten Tabanan, Bali",Telp. 081*********,,11090
594.,PR I Wayan Bogoh,"BR. DINAS YEH MALET, Desa/Kelurahan Antiga Kelod, Kec. Manggis, Kab. Karangasem, Provinsi Bali, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. 0,,10774
595.,PR I Wayan Budiasa,"BR. DINAS YEH MALET, Desa/Kelurahan Antiga Kelod, Kec. Manggis, Kab. Karangasem, Provinsi Bali, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. +6287851931399,,10774
596.,PR I Wayan Caetanya Sevaka,"DUSUN TENGAH DESA NYANGLAN, Nyanglan, Banjarangkan, Kabupaten Klungkung, Bali",Telp. 081********,,10793
597.,PR I Wayan Dastra,"DUSUN BUNGAYA DESA AKAH, Desa/Kelurahan Akah, Kec. Klungkung, Kab. Klungkung, Provinsi Bali, Akah, Klungkung, Kabupaten Klungkung, Bali",Telp. 0,,31002
598.,PR I Wayan Dida Ari Chayana,"JL. BINA MUMBUL M/8 LINGK. MENESA, Desa/Kelurahan Benoa, Kec. Kuta Selatan, Kab. Badung, Provinsi Bali, Benoa, Kuta Selatan, Kabupaten Badung, Bali",Telp. 088**********,,95120
599.,PR I Wayan Eka Endra Erawan,"BR. DINAS BEBAYU, Labasari, Abang, Kabupaten Karang Asem, Bali",Telp. 0,,10214
600.,PR I Wayan Eka Putra,"JL. ANGGREK GG.XII/19, BR.TEGAL BALERAN, Dauh Peken, Tabanan, Kabupaten Tabanan, Bali",Telp. +62 818-0559-0412,,10750
601.,PR I Wayan Gede Sandra Adi Putra,"Banjar Pakudui, Kedisan, Tegallalang, Kabupaten Gianyar, Bali",Telp. 081*********,,14111
602.,PR I Wayan Gede Sudarsana,"Jalan Ki Dalang Tangsub, Celuk, Sukawati, Kabupaten Gianyar, Bali",Telp. 081*********,,31001
603.,PR I Wayan Idep,"Br. Palak, Desa Sukawati, Sukawati, Sukawati, Kabupaten Gianyar, Bali",Telp. 081********,,13122
604.,PR I Wayan Julian Nugraha,"Jln. Jagaraga No. 26, Celuk, Sukawati, Kabupaten Gianyar, Bali",Telp. 087*********,,32112
605.,PR I Wayan Kari,"Br. Dinas Yeh Malet, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. 087*********,,10774
606.,PR I Wayan Karmen,"BANJAR JEHEM KAJA, Jehem, Tembuku, Kabupaten Bangli, Bali",Telp. 082*********,,16291
607.,PR I Wayan Karya,"Banjar Dinas Kangin, Seraya Timur, Karangasem, Kabupaten Karang Asem, Bali",Telp. 081*********,,13121
608.,PR I Wayan Kersya,"Banjar Dinas Tegeh, Amerta Bhuana, Selat, Kabupaten Karang Asem, Bali",Telp. 0,,10722
609.,PR I Wayan Mangku Sudarsana,"Br. Dinas Pandesari, Bebanden, Bebandem, Kabupaten Karang Asem, Bali",Telp. 081*********,,25992
610.,PR I Wayan Mardiana,"BR. SESEH, Desa/Kelurahan Singapadu, Kec. Sukawati, Kab. Gianyar, Provinsi Bali, Singapadu, Sukawati, Kabupaten Gianyar, Bali",Telp. +6285792626557,,32112
611.,PR I Wayan Merita,"Banjar Pendem, Manistutu, Melaya, Kabupaten Jembrana, Bali",Telp. 0,,10722
612.,PR I Wayan Muda,"Banjar Dinas Muntig, Amerta Bhuana, Selat, Kabupaten Karang Asem, Bali",Telp. 0,,10722
613.,PR I Wayan Mudiasa,"Banjar Dinas Abiantiing, Amerta Bhuana, Selat, Kabupaten Karang Asem, Bali",Telp. 0,,10722
614.,PR I Wayan Murka,"Jl. Jagaraga, Gg. Tegalsari No. 1, Celuk, Sukawati, Kabupaten Gianyar, Bali",Telp. 081********,,32112
615.,PR I Wayan Murtika,"Br. Dinas Pandesari, Bebanden, Bebandem, Kabupaten Karang Asem, Bali",Telp. 088**********,,25992
616.,PR I Wayan Mustika,"Desa Bantang, Bantang, Kintamani, Kabupaten Bangli, Bali",Telp. 87884530120,,16291
617.,PR I Wayan Mustra,"Br. Sema, Sumita, Gianyar, Kabupaten Gianyar, Bali",Telp. 081********,,16293
618.,PR I Wayan Nurasta,"BR. PANDE, Sumita, Gianyar, Kabupaten Gianyar, Bali",Telp. 082*********,,16293
619.,PR I Wayan Pura,"BR. DINAS GUMUNG, Tenganan, Manggis, Kabupaten Karang Asem, Bali",Telp. 081********,,16291
620.,PR I Wayan Purna,"DUSUN RAME, Kusamba, Dawan, Kabupaten Klungkung, Bali",Telp. 081*********,,10774
621.,PR I Wayan Putu Artana,"Banjar Dinas Tengah, Sidemen, Sidemen, Kabupaten Karang Asem, Bali",Telp. : dewaayuketutkusuma@gmail.com,,13121
622.,PR I Wayan Rudisrtawan,"BANJAR DINAS PANDESARI, Bebanden, Bebandem, Kabupaten Karang Asem, Bali",Telp. 081*********,,25992
623.,PR I Wayan Rupa,"banjar badingkayu, Pengragoan, Pekutatan, Kabupaten Jembrana, Bali",Telp. 081*********,,10761
624.,PR I Wayan Sandya,"Lingk. Penglipuran, Kubu, Bangli, Kabupaten Bangli, Bali",Telp. 085*********,,11090
625.,PR I Wayan Sarka,"Banjar Pendem, Manistutu, Melaya, Kabupaten Jembrana, Bali",Telp. 0,,10722
626.,PR I Wayan Sedemen,"DUSUN	TANGLAD,	Desa/Kelurahan	Tanglad,	Kec.	Nusa	Penida,	Kab.  Klungkung,	Provinsi	Bali, Suana, Nusa Penida, Kabupaten Klungkung, Bali",Telp. -,,13922
627.,PR I Wayan Selamet,"Banjar Abianseka, Mas, Ubud, Kabupaten Gianyar, Bali",Telp. 082*********,,16293
628.,PR I Wayan Suaji,"Lingkungan kancil,Gang remi No.1, Kerobokan, Kuta Utara, Kabupaten Badung, Bali",Telp. 081********,,20232
629.,PR I Wayan Suama,"Banjar Wanasari, Ekasari, Melaya, Kabupaten Jembrana, Bali",Telp. 085*********,,10732
630.,PR I Wayan Suara,"Banjar Dinas Pancoran, Mundeh, Salemadeg Barat, Kabupaten Tabanan, Bali",Telp. 085*********,,32903
631.,PR I Wayan Suardana,"Br. Mantring, Tampaksiring, Tampaksiring, Kabupaten Gianyar, Bali",Telp. 082*********,,16293
632.,PR I Wayan Suardana,"Dusun Tanggahan Peken, Sulahan, Susut, Kabupaten Bangli, Bali",Telp. 081*********,,
633.,PR I Wayan Suartama,"Br. Dinas Pandesari, Bebanden, Bebandem, Kabupaten Karang Asem, Bali",Telp. 087*********,,25992
634.,PR I Wayan Suartha,"Jl. Raya Celuk No. 8X, Singapadu, Sukawati, Kabupaten Gianyar, Bali",Telp. 081********,,32112
635.,PR I Wayan Sudana,"JL. COKROAMINOTO GG. KAMBOJA 6, Ubung, Denpasar Utara, Kota Denpasar, Bali",Telp. 085*********,,10750
636.,PR I Wayan Sudiarta,": BR. CELUK, Desa/Kelurahan Celuk, Kec. Sukawati, Kab. Gianyar, Provinsi Bali, Celuk, Sukawati, Kabupaten Gianyar, Bali",Telp. 87860017844,,32112
637.,PR I Wayan Sudira,"Banjar Dinas Pumahan, Kel. Gitgit, Kec. Sukasada, Kab. Buleleng, Gitgit, Sukasada, Kabupaten Buleleng, Bali",Telp. 081*******,,10761
638.,PR I Wayan Sugi Anta,"DUSUN SERIBATU, Penglumbaran, Susut, Kabupaten Bangli, Bali",Telp. -,,16291
639.,PR I Wayan Sugianta,"Br. Dinas Yehmalet, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. 0,,10774
640.,PR I Wayan Sujana,"Banjar Taman, Desa Batu Agung, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 087*********,,16293
641.,PR I Wayan Sukarta,"Br. Dinas Pandesari, Bebanden, Bebandem, Kabupaten Karang Asem, Bali",Telp. 087*********,,25992
642.,PR I Wayan Sumardika,"JL. BULUH INDAH GG. V A / 2, Desa/Kelurahan Pemecutan Kaja, Kec. Denpasar Utara, Kota Denpasar, Provinsi Bali, Pemecutan Kaja, Denpasar Utara, Kota Denpasar, Bali",Telp. +6283119925212,,15201
643.,PR I Wayan Suriyana,"Br. Celuk, Celuk, Sukawati, Kabupaten Gianyar, Bali",Telp. 081*********,,32112
644.,PR I Wayan Suwetha,"BR. CELUK, Desa/Kelurahan Celuk, Kec. Sukawati, Kab. Gianyar, Provinsi Bali, Celuk, Sukawati, Kabupaten Gianyar, Bali",Telp. 087*********,,32112
645.,PR I Wayan Tagel,"DUSUN SERIBATU, Penglumbaran, Susut, Kabupaten Bangli, Bali",Telp. -,,16291
646.,PR I Wayan Terima,"Banjar Dinas Tegeh, Amerta Bhuana, Selat, Kabupaten Karang Asem, Bali",Telp. 0,,10722
647.,PR I Wayan Widyasuta,"BR.	DANGIN PANGKUNG KEKERAN, Kekeran, Mengwi, Kabupaten Badung, Bali",Telp. 081*********,,16293
648.,PR I Wayan Yoga Muliawan,"Jln. SMKI No 69 Br. Pegambangan , Desa/Kelurahan Batubulan, Kec. Sukawati, Kab. Gianyar, Provinsi Bali, Batubulan, Sukawati, Kabupaten Gianyar, Bali",Telp. +6282266058501,,14120
649.,PR I Wayan Yuda,"Br Puaya, Batuan, Sukawati, Kabupaten Gianyar, Bali",Telp. +6281236778839,,16293
650.,PR I Wayan Yuda Wirawan,"Br. Dinas Kelodan, Penglatan, Buleleng, Kabupaten Buleleng, Bali",Telp. 081*********,,95210
651.,PR Ida Ayu Gede Widiadnyani Aproditha Mahadewi,"Br/Link Brahmana Pande, Cempaga, Bangli, Kabupaten Bangli, Bali",Telp. 081*********,,16291
652.,PR Ida Ayu Kade Puspa Sari,"Banjar Batu Agung, Desa Batu Agung Kec. Jembrana, Kab. Jembrana, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 087*********,,32903
653.,PR Ida Ayu Ketut Arini,"BANJAR DINAS KAJA, Desa/Kelurahan Banyuatis, Kec. Banjar, Banyuatis, Banjar, Kabupaten Buleleng, Bali",Telp. 0,,10792
654.,PR Ida Ayu Made Candra Tirta,"Jl.Dr.Ir. Soekarno Banjar kelodan Tampaksiring Gianyar Bali, Tampaksiring, Tampaksiring, Kabupaten Gianyar, Bali",Telp. 081********,,
655.,PR Ida Ayu Made Santi Dewi,"Jln. Kapten Muditha, Cempaga, Bangli, Kabupaten Bangli, Bali",Telp. 085*********,,10750
656.,PR Ida Ayu Oka Sunaryanthi,"Perum Buana Permai Blok 1C No. 7, Padangsambian, Denpasar Barat, Kota Denpasar, Bali",Telp. 081*********,,15122
657.,PR Ida Ayu Putu Dian Anggun Pratiwi Surya,"Jalan Gunung Agung Nomor 186, Padangsambian, Denpasar Barat, Kota Denpasar, Bali",Telp. 089********,,14120
658.,PR Ida Bagus Made Adnyana,"Banjar Gede, Batuan, Sukawati, Kabupaten Gianyar, Bali",Telp. 087*********,,13121
659.,PR Ida Bagus Putu Artawan,"Banjar Anyar, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 087*********,,32903
660.,PR Ida Bagus Putu Suparka,"Jalan Kalantaka No. 14, Gianyar, Gianyar, Kabupaten Gianyar, Bali",Telp. 081*********,,10710
661.,PR Ida Bagus Sudi Arnawa Yasa,"Banjar Petanahan, Desa Batu Agung, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,16293
662.,PR Ida Bagus Supardika,"Banjar Petanahan, Desa Batu Agung, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 087*********,,16293
663.,PR Ida Bagus Suryadiputra,"BANJAR PETANAHAN, Desa/Kelurahan Batu Agung, Kec. Jembrana, Kab. Jembrana, Provinsi Bali, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 0,,16293
664.,PR Ida Idewa A A Sukreni Anggreni,"Lingk/Br. Puri Bukit, Cempaga, Bangli, Kabupaten Bangli, Bali",Telp. 085*********,,13122
665.,PT Ihub Solutions International,"JL Siligita Blok G No.17 Lingkungan Peken, Benoa, Kuta Selatan, Kabupaten Badung, Bali",Telp. +62895800009359,,62019
666.,PT In Fashion,"JL. GADON III NO. 7, Kerobokan Kaja, Kuta Utara, Kabupaten Badung, Bali",Telp. 03618445737,,14301
667.,PR Inas Kitchen,": JL GUNUNG SEMERU, Loloan Timur, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,10710
668.,PT Inbi Nusantara Sejahtera,"Banjar Dukuh, Bunutin, Bangli, Kabupaten Bangli, Bali",Telp. (0366) 5502842,,
669.,CV Inbi Nusantara Sejahtera,"Banjar Dukuh, Bunutin, Bangli, Kabupaten Bangli, Bali",Telp. 082*********,,21021
670.,PR Indawati Dahlan,"Jalan Merak No. 2, Pendem, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,10793
671.,PT INDO BALI,"Desa Tegalbadeng Barat, Kecamatan  Negara, Tegalbadeng Barat, Negara, Kabupaten Jembrana, Bali",Telp. 0365 41871,,10221
672.,PT INDO BAMBOO LESTARI,"Ds Kusamba, Kec Dawan, Kab Klungkung, Ds Kusamba, Dawan, Kabupaten Klungkung, Bali",Telp. 0366 30577,,
673.,PT Indo Pacific Net,"JL. RAYA KAMPUS UDAYANA NO.23 UNIT E , JIMBARAN, KUTA SELATAN, BADUNG, JIMBARAN, KUTA SELATAN, Kabupaten Badung, Bali",Telp. 03614724094,,30911
674.,PT Indo Pacific Net,"Jalan Kampus Udayana 110, Jimbaran, Kuta Selatan, Kabupaten Badung, Bali",Telp. 0361-4724094,,30911
675.,CV Indobakpia,"Jl. Sempati, Tuban, Kuta, Kabupaten Badung, Bali",Telp. 081********,,10710
676.,PT Indobamboo Lestari,"Jalan Kusuma Bahari, Banjar Batur, Kel. Kusamba, Kec. Dawan, Kab. Klungkung, Bali, Kusamba, Dawan, Kabupaten Klungkung, Bali",Telp. 081*********,,
677.,PT INDOCITRA JAYA SAMUDERA,"Jln. Gatot kaca No.88,, Pengambengan, Negara, Kabupaten Jembrana, Bali",Telp. (0365) 41915,,10221
678.,PT Indohamafish,"Jl. Gatot Kaca No. 86, Pengambengan, Negara, Kabupaten Jembrana, Bali","Telp. (0365) 41868, 42320",,10221
679.,PT Indoroti Prima Cemerlang,"Jalan Raya Denpasar - Singaraja (Br. Dinas Kuwum), Kuwun, Mengwi, Kabupaten Badung, Bali",Telp. 0361-7996594,,10710
